Modelo,ID,our_id
chevrolet cargo chevrolet fvr 1724 e5 plataforma hidraulica 2020,[1672014],377
chevrolet cargo chevrolet fvr 1826 e5 aljibe 6x2 acero inoxidable 12000 lts 2020,[1672017],378
chevrolet cargo chevrolet fvr 1826 e5 aljibe 6x2 acero inoxidable 15000 lts 2020,[1672018],379
chevrolet cargo chevrolet fvr 1826 e5 carga general 2020,"[1672019, 1672019]",380
chevrolet cargo chevrolet fvr 1826 e5 cisterna combustible 10000 lts 2020,[1672021],381
chevrolet cargo chevrolet fvr 1826 e5 pickup 2020,"[1672022, 1672022]",382
chevrolet cargo chevrolet fvr 1826 e5 recolector 4x2 15 m3 2020,"[1672023, 1672023]",383
chevrolet cargo chevrolet fvr 1826 e5 recolector 6x2 19 m3 2020,[1672024],384
chevrolet cargo chevrolet nkr 512 carga general 2020,"[1672026, 1672026]",385
chevrolet cargo chevrolet nkr 512 pickup 2020,"[1672027, 1672027]",386
chevrolet cargo chevrolet nkr 512 refrigerado 2020,"[1672025, 1672025]",387
chevrolet cargo chevrolet nkr 612 carga general 2020,"[1672028, 1672028]",388
chevrolet cargo chevrolet nkr 612 pickup 2020,"[1672030, 1672030]",389
chevrolet cargo chevrolet nkr 612 refrigerado 2020,"[1672029, 1672029]",390
chevrolet cargo chevrolet npr 715 carga general 2020,"[1672031, 1672031]",391
chevrolet cargo chevrolet npr 715 pickup 2020,"[1672033, 1672033]",392
chevrolet cargo chevrolet npr 715 plataforma hidraulica 2020,[1672034],393
chevrolet cargo chevrolet npr 715 refrigerado 2020,"[1672032, 1672032]",394
chevrolet cargo chevrolet npr 816 carga general 2020,[1672035],395
chevrolet cargo chevrolet npr 816 dc carga general 2020,"[1672037, 1672037]",396
chevrolet cargo chevrolet npr 816 dc pickup 2020,"[1672039, 1672039]",397
chevrolet cargo chevrolet npr 816 dc refrigerado 2020,"[1672038, 1672038]",398
chevrolet cargo chevrolet npr 816 pickup 2020,"[1672040, 1672040]",399
chevrolet cargo chevrolet npr 816 plataforma hidraulica 2020,[1672041],400
chevrolet cargo chevrolet npr 816 refrigerado 2020,"[1672036, 1672036]",401
chevrolet cargo chevrolet nqr 919 aljibe 4x2 acero carbono 5000 lts 2020,"[1672042, 1672042]",402
chevrolet cargo chevrolet nqr 919 aljibe 4x2 acero inoxidable 5000 lts 2020,"[1672043, 1672043]",403
chevrolet cargo chevrolet nqr 919 carga general 2020,"[1672044, 1672044]",404
chevrolet cargo chevrolet nqr 919 cisterna combustible 5000 lts 2020,[1672046],405
chevrolet cargo chevrolet nqr 919 pickup 2020,"[1672047, 1672047]",406
chevrolet cargo chevrolet nqr 919 plataforma hiraulica 2020,[1672048],407
chevrolet cargo chevrolet nqr 919 refrigerado 2020,"[1672045, 1672045]",408
chevrolet colorado 2.8l high country 4x4 aut,[1670294],409
chevrolet colorado 2.8l ltz 4x4,[1670295],410
chevrolet colorado 2.8l ltz 4x4 aut,[1670296],411
chevrolet colorado hc at 2.8td 4wd,"[1670297, 1670297]",412
chevrolet colorado hc at 2.8td 4wd l,[1670298],413
chevrolet colorado high country 4x4 at 2024,"[2042976, 2042977, 2042979, 2042976, 2042976]",414
chevrolet colorado ls 4x2 mt 2024,"[2042891, 2042892, 2042894, 2042891, 2042891, 2042890, 2042891, 2042892, 2042893, 2042894, 2042895, 2042901]",415
chevrolet colorado lt 4x4 at 2024,"[2042925, 2042926, 2042928, 2042925, 2042925, 2042924, 2042925, 2042926, 2042927, 2042928, 2042929, 2042935]",416
chevrolet colorado lt 4x4 mt 2024,"[2042908, 2042909, 2042911, 2042908, 2042908, 2042907, 2042908, 2042909, 2042910, 2042911, 2042912, 2042918]",417
chevrolet colorado lt at 2.8td 4wd m,"[1670299, 1670299]",418
chevrolet colorado lt mt 2.8td 4wd m,"[1670300, 1670300]",419
chevrolet colorado ltz 4x4 at 2024,"[2042959, 2042960, 2042962, 2042958, 2042959, 2042960, 2042961, 2042962, 2042963, 2042969, 2042959, 2042959]",420
chevrolet colorado ltz at 2.8td 4wd,"[1670301, 1670301]",421
chevrolet colorado ltz at 2.8td 4wd l,[1670302],422
chevrolet colorado z71 4x4 at 2024,"[2042942, 2042945, 2042941, 2042942, 2042943, 2042944, 2042945, 2042946, 2042952, 2042942, 2042942]",423
chevrolet frr 1119 2ab,"[1695554, 1695555, 1695556, 1671140, 1671140, 1671152, 1671164, 1671176, 1671188]",424
chevrolet frr 1119 4x2 4 m3,[1674909],425
chevrolet frr 1119 abs,"[1671200, 1671208]",426
chevrolet frr 1119 at 2024,"[2058295, 2058296, 2058297]",427
chevrolet frr 1119 at plataforma 2024,"[2057003, 2057004, 2057005, 2057006, 2057003, 2057006]",428
chevrolet frr 1119 mt 2024,"[2058278, 2058279, 2058280]",429
chevrolet frr 1119 mt plataforma 2024,"[2056986, 2056987, 2056988, 2056989, 2056986, 2056989]",430
chevrolet frr 1119 recolector 7 m3,[1674908],431
chevrolet frr 1119 refrigerado ,[1674907],432
chevrolet ftr 1524,"[1695551, 1695551]",433
chevrolet ftr 1524 2ab,"[1695558, 1695559, 1695560, 1671141, 1671141, 1671153, 1671165, 1671177, 1671189, 1671201, 1671209]",434
chevrolet ftr 1524 at 2024,"[2058329, 2058330, 2058331]",435
chevrolet ftr 1524 at plataforma 2024,"[2057037, 2057038, 2057039, 2057040, 2057037, 2057040]",436
chevrolet ftr 1524 mt 2024,"[2058312, 2058313, 2058314]",437
chevrolet ftr 1524 mt plataforma 2024,"[2057020, 2057021, 2057022, 2057023, 2057020, 2057023]",438
chevrolet fvr 1724,[1695552],439
chevrolet fvr 1724 2ab,"[1695562, 1695563, 1695564, 1695565, 1695566, 1671142, 1671142, 1671154, 1671166, 1671178, 1671190, 1671202, 1671210]",440
chevrolet fvr 1724 at 2024,"[2058363, 2058364, 2058365]",441
chevrolet fvr 1724 at plataforma 2024,"[2057088, 2057089, 2057090, 2057091, 2057088, 2057091]",442
chevrolet fvr 1724 e5 4x2 2020 6m3,"[1672852, 1672852]",443
chevrolet fvr 1724 mt 2024,"[2058346, 2058347, 2058348]",444
chevrolet fvr 1724 mt plataforma 2024,"[2057054, 2057055, 2057056, 2057057, 2057054, 2057057]",445
chevrolet fvr 1826 2ab,"[1671143, 1671143, 1671155, 1671167, 1671179, 1671191]",446
chevrolet fvr 1826 abs,"[1671203, 1671211]",447
chevrolet fvr 1826 abs aljibe 10 m3 acero carbono,[1674906],448
chevrolet fvr 1826 abs aljibe 10 m3 acero inoxidable,[1674905],449
chevrolet fvr 1826 e5 4x2 2020 6-8m3,"[1672853, 1672853]",450
chevrolet fvr 1826 e5 6x2 2020 10m3,[1672854],451
chevrolet fvr 1826 mt 2024,"[2058380, 2058381, 2058382]",452
chevrolet fvr 1826 mt plataforma 2024,"[2057071, 2057072, 2057073, 2057074, 2057071, 2057074]",453
chevrolet groove 1.5l ltz r mt 2024,"[2051936, 2051937, 2051938, 2051939, 2051940, 2051941, 2051947, 2051937, 2051937]",454
chevrolet groove 1.5l premier r mt 2024,"[2051949, 2051950, 2051951, 2051952, 2051957, 2051958, 2051960, 2051961, 2051963, 2051964, 2051956, 2051957, 2051958, 2051953, 2051954, 2051964, 2051955, 2051954, 2051954]",455
chevrolet groove lt mt,"[1668988, 1668989, 1668989]",456
chevrolet groove premier mt,"[1668990, 1668990]",457
chevrolet montana 1.2 t lt mt 2024,"[2042806, 2042807, 2042808, 2042810, 2042816, 2042809, 2042805, 2042801, 2042802, 2042803, 2042804, 2042806, 2042807, 2042808, 2042809, 2042810, 2042812, 2042813, 2042815, 2042816, 2042806, 2042809, 2042806, 2042806]",458
chevrolet montana 1.2 t ltz at 2024,"[2042823, 2042824, 2042825, 2042827, 2042833, 2042826, 2042822, 2042818, 2042819, 2042820, 2042821, 2042822, 2042823, 2042824, 2042825, 2042826, 2042827, 2042829, 2042830, 2042831, 2042832, 2042833, 2042823, 2042823]",459
chevrolet montana 1.2 t premier at 2024,"[2042857, 2042858, 2042859, 2042861, 2042867, 2042860, 2042856, 2042852, 2042853, 2042854, 2042855, 2042856, 2042857, 2042858, 2042859, 2042860, 2042861, 2042863, 2042864, 2042865, 2042866, 2042867, 2042860, 2042857, 2042857]",460
chevrolet montana 1.2 t premier mt 2024,"[2042840, 2042841, 2042842, 2042844, 2042850, 2042843, 2042839, 2042835, 2042836, 2042837, 2042838, 2042840, 2042841, 2042842, 2042843, 2042844, 2042846, 2042847, 2042849, 2042850, 2042840, 2042840]",461
chevrolet montana 1.2 t rs at 2024,"[2042874, 2042875, 2042876, 2042878, 2042884, 2042877, 2042873, 2042869, 2042870, 2042871, 2042872, 2042873, 2042874, 2042875, 2042876, 2042877, 2042878, 2042880, 2042881, 2042882, 2042883, 2042884, 2042874, 2042874]",462
chevrolet n 400 max 1.5 l ac p mt 2024,"[2049210, 2049211, 2049212, 2049213, 2049215, 2049216, 2049217, 2049218, 2049219, 2049221, 2049222, 2049224, 2049225, 2049214, 2049215, 2049216, 2049217, 2049218, 2049219, 2049225, 2049215, 2049215]",463
chevrolet n 400 max 1.5 l p mt 2024,"[2049198, 2049198]",464
chevrolet n400 max 1.5l,[1670679],465
chevrolet n400 max 1.5l ac,[1670680],466
chevrolet n400 max ii 1.5l mt,"[1670681, 1670681]",467
chevrolet n400 max ii 1.5l mt ac,"[1670682, 1670682]",468
chevrolet n400 max ll 1.5 l mt,[1670677],469
chevrolet n400 max ll 1.5 l mt ac,[1670678],470
chevrolet new suburban 5.3l 4x4,[1669134],471
chevrolet new tahoe 5.3l 4x4,[1669135],472
chevrolet new trailblazer premier at 2.8d 4wd,[1669136],473
chevrolet nkr 512 ac,"[1695570, 1671132, 1671132, 1671144, 1671156, 1671168, 1671180, 1671192]",474
chevrolet nkr 512 mt plataforma 2024,"[2056867, 2056868, 2056869, 2056870]",475
chevrolet nkr 612 ac,"[1695571, 1695572, 1695573, 1671133, 1671133, 1671145, 1671157, 1671169, 1671181, 1671193]",476
chevrolet nkr 612 mt 2024,"[2058397, 2058398, 2058399]",477
chevrolet nkr 612 mt plataforma 2024,"[2056884, 2056885, 2056886, 2056887, 2056884, 2056887]",478
chevrolet npr 715 ac,"[1671134, 1671134, 1671146, 1671158, 1671170, 1671182, 1671194]",479
chevrolet npr 715 mt plataforma 2024,"[2056901, 2056902, 2056903, 2056904, 2056901, 2056904]",480
chevrolet npr 816,[1695553],481
chevrolet npr 816  ac,[1695574],482
chevrolet npr 816 ac,"[1695575, 1671135, 1671135]",483
chevrolet npr 816 amt,"[1671137, 1671137, 1671149, 1671161, 1671173, 1671185, 1671197]",484
chevrolet npr 816 amt 2ab at plataforma 2024,"[2222850, 2222853]",485
chevrolet npr 816 at 2024,"[2058227, 2058228, 2058229]",486
chevrolet npr 816 dc,"[1671136, 1671136, 1671148, 1671160, 1671172, 1671184, 1671196]",487
chevrolet npr 816 dc ac,"[1695576, 1695577, 1695578, 1695578]",488
chevrolet npr 816 dc mt 2024,"[2058210, 2058211, 2058212]",489
chevrolet npr 816 dc mt plataforma 2024,"[2056935, 2056936, 2056937, 2056938, 2056935, 2056938]",490
chevrolet npr 816 e5,"[1538973, 1538973, 1538973]",491
chevrolet npr 816 mt 2024,"[2058193, 2058194, 2058195]",492
chevrolet npr 816 mt plataforma 2024,"[2056918, 2056919, 2056920, 2056921, 2056918, 2056921]",493
chevrolet nps 816 4x4,"[1671138, 1671138, 1671150, 1671162, 1671174, 1671186, 1671198]",494
chevrolet nps 816 4x4 mt 2024,"[2058244, 2058245, 2058246]",495
chevrolet nps 816 4x4 mt plataforma 2024,"[2056952, 2056953, 2056954, 2056955, 2056952, 2056955]",496
"chevrolet nqr 919 4x2 2020 3,5m3","[1672851, 1672851]",497
chevrolet nqr 919 ac,"[1695579, 1695580, 1695581, 1695582, 1671139, 1671139, 1671151, 1671163, 1671175, 1671187, 1671199]",498
chevrolet nqr 919 mt 2024,"[2058261, 2058262, 2058263]",499
chevrolet nqr 919 mt plataforma 2024,"[2056969, 2056970, 2056971, 2056972, 2056969, 2056972]",500
chevrolet onix 1.0 lt r 2024,"[2050235, 2050236, 2050237, 2050239, 2050245, 2050230, 2050231, 2050232, 2050233, 2050235, 2050236, 2050237, 2050238, 2050239, 2050241, 2050242, 2050244, 2050245, 2050235, 2050235]",501
chevrolet onix 1.0 ltz p2 2024,"[2050252, 2050253, 2050254, 2050256, 2050262, 2050260, 2050252, 2050252]",502
chevrolet onix 1.0 premier r 2024,"[2050269, 2050270, 2050271, 2050273, 2050279, 2050264, 2050265, 2050266, 2050267, 2050269, 2050270, 2050271, 2050272, 2050273, 2050275, 2050276, 2050278, 2050279, 2050270, 2050269]",503
chevrolet onix 1.2 ls p 2024,"[2050218, 2050219, 2050220, 2050222, 2050228, 2050213, 2050214, 2050215, 2050216, 2050218, 2050220, 2050221, 2050222, 2050224, 2050225, 2050227, 2050228, 2050218, 2050218]",504
chevrolet onix ii ls 1.2 mt nb,[1670112],505
chevrolet onix ii lt 1.0t mt nb,[1670113],506
chevrolet onix ii pr 1.0t at nb,[1670114],507
chevrolet onix ll ls 1.2 mt nb,[1670115],508
chevrolet onix ll lt 1.0 t mt nb,[1670116],509
chevrolet onix ll pr 1.0t at nb,"[1670117, 1670117]",510
chevrolet onix sedán 1.0l lt,"[1670118, 1670118]",511
chevrolet onix sedán 1.2l ls,"[1670120, 1670120]",512
chevrolet sail 1.5l ls abs nb,[1670133],513
chevrolet sail 1.5l ls nb,[1670134],514
chevrolet sail 1.5l lt nb,[1670135],515
chevrolet sail 1.5l lt nb smart,[1670136],516
chevrolet sail nb 1.5 ls abs l,[1670138],517
chevrolet sail nb 1.5 lt l smart,[1670139],518
chevrolet sail nb 1.5l lt 2024,"[2050167, 2050168, 2050169, 2050171, 2050177, 2050166, 2050170, 2050162, 2050163, 2050164, 2050165, 2050166, 2050169, 2050170, 2050171, 2050173, 2050174, 2050176, 2050177, 2050168, 2050167, 2050167]",519
chevrolet sail nb 1.5l ltz 2024,"[2050184, 2050185, 2050186, 2050188, 2050194, 2050183, 2050187, 2050179, 2050180, 2050181, 2050182, 2050183, 2050184, 2050185, 2050186, 2050187, 2050188, 2050190, 2050191, 2050192, 2050193, 2050194, 2050184, 2050185, 2050184, 2050184]",520
chevrolet sail nb 1.5l ltz cvt 2024,"[2050201, 2050202, 2050203, 2050205, 2050211, 2050204, 2050200, 2050196, 2050197, 2050198, 2050199, 2050203, 2050204, 2050205, 2050207, 2050208, 2050210, 2050211, 2050202, 2050201, 2050201]",521
chevrolet silverado 3.0l diesel ltz 4x4,[1670541],522
chevrolet silverado 5.3l lt trailboss 4x4,[1670542],523
chevrolet silverado 5.3l ltz 4x4,[1670543],524
chevrolet silverado cc lt tb 5.3l,[1670544],525
chevrolet silverado cc lt tb 5.3l l,"[1670545, 1670545]",526
chevrolet silverado cc ltz 3.0td,"[1670546, 1670546]",527
chevrolet silverado cc ltz 5.3l,"[1670547, 1670547]",528
chevrolet silverado cc ltz 5.3l l,[1670548],529
chevrolet silverado hc 3.0 td 4x4 at 2024,"[2043022, 2043023, 2043024, 2043025, 2043026, 2043027, 2043028, 2043029, 2043030, 2043031, 2043033, 2043034, 2043035, 2043036, 2043037, 2043027, 2043027, 2043027]",530
chevrolet silverado lt trail boss z71 5.3l v8 4x4 at 2024,"[2042988, 2042989, 2042990, 2042991, 2042993, 2042994, 2042995, 2042996, 2042997, 2042999, 2043000, 2043002, 2043003, 2042993, 2042996, 2042993, 2042993]",531
chevrolet silverado zr2 6.2l v8 4x4 at 2024,"[2043005, 2043006, 2043007, 2043008, 2043009, 2043010, 2043011, 2043012, 2043013, 2043014, 2043016, 2043017, 2043018, 2043019, 2043020, 2043010, 2043013, 2043010, 2043010]",532
chevrolet spark gt 1.2 ii mt activ,[1669843],533
chevrolet spark gt 1.2 ii mt lt ac,[1669844],534
chevrolet spark gt 1.2 ii mt lt ac full,[1669845],535
chevrolet spin 1.8l activ 7p at 2024,"[2051966, 2051967, 2051968, 2051969, 2051973, 2051974, 2051975, 2051977, 2051978, 2051980, 2051981]",536
chevrolet spin 1.8l premier 7p mt 2024,"[2051983, 2051984, 2051985, 2051986, 2051988, 2051989, 2051990, 2051991, 2051992, 2051994, 2051995, 2051997, 2051998, 2051990, 2051989, 2051998, 2051992, 2051991, 2051987, 2051988, 2051988]",537
chevrolet spin activ 1.8l aut,[1669853],538
chevrolet spin ii 1.8l activ at,"[1669331, 1669331]",539
chevrolet spin ii 1.8l activ at l,[1670841],540
chevrolet spin ii 1.8l premier at,"[1669332, 1669332]",541
chevrolet spin ii 1.8l premier at l,[1670842],542
chevrolet spin ii 1.8l premier mt,"[1669333, 1669333]",543
chevrolet spin ii 1.8l premier mt l,[1670843],544
chevrolet suburban 5.3 4x4,[1669357],545
chevrolet suburban 5.3l lt 4x4,"[1669358, 1669358]",546
chevrolet suburban z71 5.3l 4wd p at 2024,"[2052022, 2052025, 2052017, 2052018, 2052019, 2052020, 2052022, 2052023, 2052024, 2052025, 2052026, 2052028, 2052029, 2052031, 2052032, 2052022, 2052022]",547
chevrolet tahoe 5.3 4x4,[1669359],548
chevrolet tahoe 5.3l lt 4x4,"[1669360, 1669360]",549
chevrolet tahoe 5.3l premier 4x4,"[1669361, 1669361]",550
chevrolet tahoe z71 5.3l at 4wd p at 2024,"[2052039, 2052042, 2052034, 2052035, 2052036, 2052037, 2052039, 2052040, 2052041, 2052042, 2052043, 2052045, 2052046, 2052048, 2052049, 2052039, 2052039]",551
chevrolet tracker 1.2 t premier at,"[1669413, 1669413]",552
chevrolet tracker 1.2l ls r mt 2024,"[2052051, 2052052, 2052053, 2052054, 2052058, 2052059, 2052060, 2052062, 2052063, 2052065, 2052066, 2052057, 2052066, 2052060, 2052058, 2052059, 2052055, 2052056, 2052056, 2052059]",553
chevrolet tracker 1.2l ltz p mt 2024,"[2052068, 2052069, 2052070, 2052071, 2052073, 2052074, 2052075, 2052076, 2052077, 2052079, 2052080, 2052082, 2052083, 2052073, 2052073]",554
chevrolet tracker 1.2l ltz r at 2024,"[2052102, 2052103, 2052104, 2052105, 2052107, 2052108, 2052109, 2052110, 2052111, 2052113, 2052114, 2052116, 2052117, 2052106, 2052107, 2052108, 2052109, 2052110, 2052111, 2052117, 2052107, 2052110, 2052107, 2052107]",555
chevrolet tracker 1.2l premier p3 at 2024,"[2052130, 2052131, 2052133, 2052134]",556
chevrolet tracker 1.2l premier p4 at 2024,"[2052136, 2052137, 2052138, 2052139, 2052141, 2052142, 2052143, 2052144, 2052145, 2052147, 2052148, 2052150, 2052151, 2052151, 2052145, 2052143, 2052142, 2052144, 2052140, 2052141, 2052141, 2052144, 2052141, 2052141]",557
chevrolet tracker 1.2l rs r at 2024,"[2052157, 2052158, 2052159, 2052160, 2052161, 2052162, 2052168, 2052158, 2052161, 2052158, 2052158]",558
chevrolet tracker 1.2t ls mt,"[1669415, 1669414, 1669415]",559
chevrolet tracker 1.2t ltz at,"[1669416, 1669416]",560
chevrolet tracker 1.2t ltz mt,"[1669418, 1669418]",561
chevrolet tracker premier 1.2t at,[1669423],562
chevrolet trailblazer 2.8l ltz 4x4 aut,[1669424],563
chevrolet trailblazer premier at 2.8d awd l,[1669425],564
chevrolet traverse 3.6l lt,[1669426],565
chevrolet traverse 3.6l lt 4x4,[1669427],566
chevrolet traverse 3.6l lt awd,[1669428],567
chevrolet traverse 3.6l lt awd at 2024,"[2052192, 2052195, 2052187, 2052188, 2052189, 2052190, 2052192, 2052193, 2052194, 2052195, 2052196, 2052198, 2052199, 2052201, 2052202, 2052195, 2052202, 2052193, 2052191, 2052192, 2052194, 2052196, 2052192, 2052192]",568
chevrolet traverse 3.6l lt awd l,"[1669429, 1669429]",569
chevrolet traverse 3.6l lt fwd,[1669430],570
chevrolet traverse 3.6l lt fwd l,"[1669431, 1669431]",571
chevrolet traverse 3.6l premier 4x4,[1669432],572
chevrolet traverse 3.6l premier awd,"[1669433, 1669433]",573
chevrolet traverse 3.6l premier awd at 2024,"[2052209, 2052212, 2052204, 2052205, 2052206, 2052207, 2052209, 2052210, 2052211, 2052212, 2052213, 2052215, 2052216, 2052218, 2052219, 2052209, 2052209]",574
chevrolet traverse 3.6l premier awd l,[1669434],575
chevrolet traverse 3.6l rs awd at 2024,"[2052226, 2052229, 2052221, 2052222, 2052223, 2052224, 2052226, 2052227, 2052228, 2052229, 2052230, 2052232, 2052233, 2052235, 2052236, 2052226, 2052226]",576
citroen 1.5 hdi 100 bvm6 c-elysee feel pack 2024,"[2050454, 2050455, 2050457, 2050458, 2050459, 2050460, 2050466, 2050454, 2050455, 2050456, 2050457, 2050458, 2050459, 2050460, 2050461, 2050464, 2050466]",577
citroen berlingo cargo 1.6 hdi 92 bvm5 m 2024,"[2049435, 2049440, 2049446, 2049434, 2049435, 2049436, 2049437, 2049438, 2049439, 2049440, 2049441, 2049444, 2049446]",578
citroen berlingo cargo 1.6 hdi 92 bvm5 xl 2024,"[2049452, 2049457, 2049463]",579
citroen berlingo multispace m 1.6 bluehdi 100 bvm 5 p,[1668743],580
citroen berlingo multispace xl 1.5 bluehdi 130 eat8 7 p,[1668744],581
citroen berlingo multispace xl 1.6 bluehdi 100 bvm 7 p,[1668745],582
citroen c3 1.2l puretech 110 feel aut,[1669652],583
citroen c3 1.2l puretech 82 feel,[1669653],584
citroen c3 1.2l puretech 82 live,[1669654],585
citroen c3 1.5l bluehdi 100 s&s feel,[1669656],586
citroen c3 1.5l bluehdi 100 s&s live,[1669657],587
citroen c3 1.5l bluehdi 100 s&s shine,[1669658],588
citroen c3 aircross 1.2 puretech 110 s&s eat6 feel,[1668749],589
citroen c3 aircross 1.2 puretech 110 s&s eat6 live,[1668750],590
citroen c3 aircross 1.2 puretech 110 s&s eat6 shine,[1668751],591
citroen c3 aircross 1.5 bluehdi 100 s&s bvm6 feel,[1668752],592
citroen c3 aircross 1.5 bluehdi 100 s&s bvm6 live,[1668753],593
citroen c3 aircross 1.5 bluehdi 100 s&s bvm6 origins,[1668754],594
citroen c3 aircross 1.5 bluehdi 100 s&s bvm6 shine,[1668755],595
citroen c4 1.5 bluehdi 130 s&s eat8 feel pack 2024,"[2050471, 2050472, 2050474, 2050475, 2050476, 2050477, 2050483]",596
citroen c4 1.5 bluehdi 130 s&s eat8 shine 2024,"[2050488, 2050489, 2050491, 2050492, 2050493, 2050494, 2050500]",597
citroen c5 aircross 1.5 bluehdi 130 s&s aut feel,[1668760],598
citroen c5 aircross 1.5 bluehdi 130 s&s aut live,[1668761],599
citroen c5 aircross 1.5l bluehdi 130 s&s feel at 2024,"[2052244, 2052241, 2052242, 2052243, 2052244, 2052245, 2052246, 2052247, 2052248, 2052251, 2052253]",600
citroen c5 aircross 1.5l bluehdi 130 s&s feel pack at 2024,"[2052261, 2052258, 2052259, 2052260, 2052261, 2052262, 2052263, 2052264, 2052265, 2052268, 2052270]",601
